id,date,ret_eom,gvkey,iid,excntry,stock_ret,year,month,char_date,char_eom,me,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,bidaskhl_21d,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,ami_126d,ivol_capm_252d,betadown_252d,prc_highprc_252d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety,netdebt_me_lead4,rd_sale_lead4,ebit_bev_lead4,ebit_sale_lead4,ni_be_lead4,niq_be_lead4,ocf_at_lead4,gp_at_lead4,niq_at_lead4,op_at_lead4,rd_me_lead4,be_me_lead4,div12m_me_lead4,ni_me_lead4,sale_me_lead4
comp_016200_01W,2005-02-28,2005-02-28,16200,01W,CHE,0.054309,2005,2,2005-01-31,2005-01-31,222.8865165,276.7391188,222.8865165,0.0289765559,0.0,0.0309622258,-0.040373024,0.0659863403,,0.1978094772,0.1796439772,,0.6372864998,-0.001581236,,-0.000493323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3815894652,0.0854750341,0.7121217713,,0.4703196347,0.00860806,53614.27014034,0.99577518,0.00024738,0.98185107,0.00886699,0.00904745,0.00601564,,,,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,
comp_016211_01W,2005-02-28,2005-02-28,16211,01W,ITA,0.31514,2005,2,2005-01-31,2005-01-31,152.60507653,0.3167126866,152.60507653,,0.0,0.0,0.0132104267,0.1311644834,0.0654988705,-0.05212627,-0.084646512,-0.101639509,0.3635861876,-0.038619963,-0.00175633,0.3863770041,-0.003137129,0.0496423603,-0.267204583,,0.2217361079,-0.521543586,1.6326374036,,0.056648509,,0.0246016543,,,,,,,-0.053992766,0.0785944203,0.0172253459,0.1474782948,0.3760061326,,,0.0898183812,0.0364294633,0.0652032049,,,-0.053992766,,,,,,,0.15242814,0.1734099506,,,-0.162519523,-0.133333333,,,0.0594606747,0.0239519622,,,0.0023871949,0.0019158058,,,,-0.173180038,,,,,,,0.0791154886,,0.110599101,,1.760609358,0.0480089608,0.0753737574,0.0103418396,1.2740336018,,,0.9170409358,,,,,,,0.2843997591,0.013751436,1.5934879624,1.2507424923,0.0952594093,0.0952594093,0.237148663,0.0455638778,0.0765017012,,,,,1.2486182354,0.1096609388,,12.037070646,2.2459836986,-0.606670919,-0.462878444,0.6181884234,0.2767417605,0.00787303,132771.43255114,3.88797113,0.0009287,3.93960645,0.00689688,0.00753526,0.00331652,0.00712772,0.3173832,-0.10403464,1.18697385,0.00728598,0.52253851,,,0.01126892,0.01261596,0.0089125,-0.41282587,0.60690849,0.01749058,1.14161238,0.90190374,0.3398483,0.8329449972,0.6113515737,253,1.5569105221,0.5737654724,1.7126015743,1.187493666,,,,,,,,,,,,,,,
comp_016215_02W,2005-02-28,2005-02-28,16215,02W,CHE,0.055292,2005,2,2005-01-31,2005-01-31,1242.7184624,139.63128791,1242.7184624,0.0165584556,0.0,0.0200340585,,0.1375902113,,0.2804497095,0.2515720829,0.019104806,,-0.004525079,,,,0.1665665039,0.0219480802,,,0.2634752415,0.1546353787,,0.0,,0.0445480946,,,,,,,0.0038251728,0.0407229219,0.0001744839,0.0072604611,0.6111798674,,,0.1467260947,0.0680740111,0.0966943268,,,0.0038251728,,,,,,,0.0387968953,0.15820928,,0.1264802145,0.0565305774,-0.03327674,,,0.0,0.0070778681,,,,,,,,,,,,,,,0.0265146395,,0.1768352091,,1.405257085,0.0042744005,0.0227865626,-0.000488847,19.911893376,,,0.9301676897,,,,,510.26338524,,0.7001345646,0.0001006742,13.391663975,0.6725459865,2.2825590506,0.5887785191,0.4722472758,0.0462530146,0.0559636355,,,,,0.7938957447,0.0902551931,,15.617877201,0.2174082747,0.1043037333,0.8984484942,0.593809676,0.6073059361,0.00826747,266549.26615121,0.9870894,0.00022264,0.91509474,0.00894983,0.00906172,0.00065963,0.00393313,0.18007092,0.15436578,0.84904496,0.00296984,0.1939161,0.00270003,-0.22008563,0.00704508,0.01000372,0.00717879,0.01274528,0.02279794,,,,,,,253,0.1726978906,-1.154703209,0.4165066772,1.4281211936,,,,,,,,,,,,,,,
comp_016258_02W,2005-02-28,2005-02-28,16258,02W,CHE,0.011317,2005,2,2005-01-31,2005-01-31,577.17770469,549.69305209,577.17770469,0.0303860716,0.0,0.0344014255,,,,,,0.110114184,-0.086613661,0.0531316012,,-0.072824805,0.0076776699,0.0763548042,0.2137559175,,,0.5551527102,1.069957216,,0.0,,0.0,,,,,,,0.000722745,-0.000722745,0.0014586888,-0.000934983,0.0187567074,,,,0.0444945651,0.0511345753,,,0.000722745,,,,,,,0.3136848475,2.7262021079,,0.0374404498,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.0411920575,,,,11.98979705,,,,,,,,214.07261604,,-0.00205073,0.0148535465,9.4250136487,0.7860861705,0.0899458009,-0.262930949,2.791727368,0.0407213382,,,,,,0.7150101066,,,15.446264135,0.8587792667,0.2916374509,0.0654323406,0.717332395,,0.00613517,252680.30943974,1.47993824,0.00047677,1.42156427,0.00813714,0.00835486,0.00364014,0.01139315,1.00080886,-0.04270972,1.30614218,0.01044057,1.02016384,0.01160543,0.56735992,0.01834469,0.03207582,0.01147387,0.85801973,0.26999945,0.01327493,0.06681076,1.0,0.34968555,0.585813959,1.2990951065,253,-0.172697891,-1.020608642,0.6196806661,0.3881560167,,,,,,,,,,,,,,,
comp_016262_01W,2005-02-28,2005-02-28,16262,01W,ITA,0.023546,2005,2,2005-01-31,2005-01-31,5207.2239064,1.4219487286,5207.2239064,0.0237101611,0.1011584565,-0.059121227,0.0524201268,0.2185607135,0.3674584197,0.390395412,0.3342974293,0.0206870854,0.1617660147,-0.023799525,0.0351185009,-0.031145672,0.0126036805,0.0981941123,0.1930812897,-0.001234974,0.144118903,0.2907441413,0.1642368315,-0.355086464,0.0154532924,0.0172332846,0.0059511919,0.035394866,0.0590774497,-0.023682584,0.0306381418,0.0336384336,-0.003000292,0.0196082295,0.003576247,-0.000256436,0.1750067751,0.0401241137,0.6697389009,0.1395619496,0.0658041598,-0.011348011,0.0469023559,0.0835705863,0.081534108,0.0020364784,-0.076992517,-19.48639378,-0.07341627,-18.5812648,0.5528809078,0.6071694679,0.7010822435,1.1689318851,,0.0549280668,0.2263419151,-0.027494673,,-0.029302977,,-0.009270932,-0.400636073,,,,,,,0.0015639271,0.1875433171,0.0,,,,-0.403669368,0.0687133829,0.7355033178,0.1323070556,0.1532661114,,0.0730414256,0.062569433,0.0349232635,2.8721207202,,,0.3586739418,0.6385488587,5.0,-3.365554001,1.2027093115,,-1.043934986,-0.131334422,0.0446554386,2.4122459762,0.8398832121,0.6250955072,0.4925954991,1.6155749688,-0.009531004,0.1761938849,0.1099670079,0.0263047658,-0.170375558,,0.9259675833,0.101121076,0.5724747843,16.968159738,0.8599306295,0.417153007,0.7372134292,0.4561680179,0.6149872714,0.00132547,23274239.465652,0.91758828,0.00562023,0.81672491,0.00206585,0.0024714,0.00535756,0.01433572,-0.08148925,0.60801819,-0.19615419,0.01482905,-0.29006075,,,0.02286278,0.03784811,0.01563767,0.33729568,0.00069986,0.01131217,1.39545865,1.0,0.47421708,0.9310885392,1.5478392312,253,-0.778455261,-0.100408958,-0.908197805,-0.709685564,,,,,,,,,,,,,,,
comp_016267_01W,2005-02-28,2005-02-28,16267,01W,ITA,0.102093,2005,2,2005-01-31,2005-01-31,7890.6892835,0.9351495992,7890.6892835,0.0129268314,0.0004041524,0.015722708,0.030607607,0.1447732516,0.2867535456,0.2071728466,0.0719435266,-0.061160452,-0.358748788,-0.009443144,0.0127095181,-0.01735385,-0.002078704,0.3197051582,0.2979654973,0.1693058633,0.3399395017,0.4718909585,0.6198400739,1.3737719249,0.1422179633,-0.003600252,0.0541281551,0.163021406,0.144099835,0.0189215711,0.0287589324,0.0356804212,-0.006921489,0.0418294887,0.0086984147,0.0015819583,0.0202285282,0.0623000862,0.2809948838,0.037301788,0.1914119743,0.0562285658,0.1343413665,0.0414800531,0.0,0.0414800531,-0.007279241,-1.029353616,0.0014191732,0.2006845243,0.1648351267,0.2509723372,0.3197220097,2.1563592412,,0.0861218045,0.2453943078,0.0413399547,,0.0158365705,0.2344620188,-0.005648082,1.0422442496,,,,,,,-0.004405874,0.1999674363,0.0,,,,0.1154082371,0.0396209096,0.3708303975,0.2281000709,0.0492273621,2.1767312432,0.0143509041,0.0300225466,0.0132048523,7.951251191,,0.5946960457,0.3593118377,0.9357213831,6.0,-4.804767924,0.7206107063,2093.2981992,-3.620764349,0.1222959749,0.0060758174,4.1532455878,0.5223386217,0.385037813,0.0273528085,1.1670407612,0.0293703515,0.0596028291,0.0241851414,0.0131215021,0.0131215021,,0.526799432,0.1213711667,0.8169819953,17.164660778,1.3633146119,-0.098751263,0.2657081328,0.4272779202,0.4818906017,0.00273779,26079260.5120914,0.62904537,0.00384397,0.5683005,0.00298648,0.00286931,0.00527883,0.01131566,0.00896732,0.16879973,-0.3041712,0.01192593,0.02179945,,,0.01776545,0.02997898,0.01233178,0.32635244,0.00042509,0.01221961,1.22014449,0.99526922,0.66997907,1.3479609804,1.175113982,253,0.0778455261,-0.788927525,1.2714769263,-0.091345667,,,,,,,,,,,,,,,
comp_016277_02W,2005-02-28,2005-02-28,16277,02W,IRL,-0.105313,2005,2,2005-01-31,2005-01-31,84.15776885,1.2903109453,84.15776885,0.0226684447,0.0034616525,0.0183950956,0.2174841943,-0.116056688,-0.139051502,-0.193470853,-0.2728013,-0.060152722,,0.050697808,-0.009803475,,,0.0263329248,0.2625556268,,-0.183935253,0.3863757051,2.1005712316,,-0.002859474,,0.0,,,,,,,-0.043384605,0.043384605,0.0065862801,-0.015093517,0.0718888683,,,0.2303411642,0.0044898346,0.0813749691,,,-0.043384605,,,,,,,0.6829316683,1.1319550728,,0.1556072034,0.3780033203,-0.08744186,,,-0.001047212,-0.02636651,,,,,,,,0.3123166105,,,,,,,0.0947173392,,0.258058993,,11.774647887,0.0461082063,0.0939518671,0.2164300803,4.196266617,,,0.974868873,,,,,3.1242039527,,-0.00526516,0.1069806069,1.9543297897,0.4657306049,0.7143187609,0.7143187609,1.3742005345,0.0021277325,0.0931557253,,,,,0.7081566619,0.1107248654,,17.873549028,1.3010457164,,,0.6586309524,0.2368421053,0.00235475,182335.90777923,1.65899563,0.00239616,1.63749394,0.00433423,0.00437959,0.00726778,0.03480892,1.08631072,0.41489279,0.30462446,,,,,0.0572765,0.09306355,0.03501809,1.11019236,0.65171674,0.03001376,0.36628276,0.80742413,0.20622813,0.6839183143,1.8928185023,253,-1.456079691,-1.128823469,-1.456079691,-1.284523258,,,,,,,,,,,,,,,
comp_016281_01W,2005-02-28,2005-02-28,16281,01W,ESP,0.108993,2005,2,2005-01-31,2005-01-31,3487.342821,14.597457159,3487.342821,0.0215395838,0.2628022939,-0.20984327,-0.011299379,0.1888533801,0.3055482317,0.2487085661,0.0688775099,-0.124934096,2.3075919962,-0.00355052,0.0079596375,-0.018635389,0.0333641214,0.5039183564,0.1622341075,,,6.3790446598,0.7224016238,,0.0,,,,,,,,,0.0098642133,-0.009864213,0.0018992466,0.0100724883,,,,,0.1298044591,,,,0.0098642133,,,,,,,0.354813529,2.5616593259,,,0.0371942107,0.1137021795,,,0.0,,,,0.0263355688,0.0021023928,,,,,,,,,,,,,,,2.2691028254,,,,17.524037454,,,,,,,,1652.1943286,,0.6034405553,0.0006903714,6.8972837546,0.3935898775,0.1573501795,0.1573501795,2.0372492775,0.0510897212,,,,,,0.6871602303,,,16.812911942,0.5063912318,-0.392235524,-0.141605014,0.2768481518,0.1780493952,0.00371831,10951497.2911645,1.58313091,0.00350659,1.51260756,0.00322679,0.00339303,0.00273961,0.00689871,0.34494172,0.26722868,1.23367607,0.00670393,0.59774361,0.00620232,0.48037479,0.01435035,0.01617171,0.01102955,-0.02783416,0.00121099,0.01004078,0.70243697,0.96822846,0.36083526,0.5098512424,1.1103352507,253,0.7367169353,-0.783078527,0.956164533,1.1812540486,,,,,,,,,,,,,,,
comp_016289_01W,2005-02-28,2005-02-28,16289,01W,ITA,0.083819,2005,2,2005-01-31,2005-01-31,845.04645745,1.1749649668,845.04645745,0.0111017687,0.0,0.0191543344,-0.052849973,0.4589971798,0.6849228018,0.6991446935,0.8151842829,0.1330968924,-0.334516361,0.0644988483,0.0495110814,0.5206646302,-0.023575128,0.0465584426,0.3210195116,0.9375898565,-0.173801399,0.1972779046,0.52675887,4.4483653527,-0.00796941,0.007473307,0.0401980557,0.0042866563,0.0368161543,-0.032529498,0.0467156067,0.0090887654,0.0376268413,-0.060269064,0.0677423714,0.0066621805,0.0137196007,0.0825694472,0.7029936371,0.0355296575,0.6035703909,0.0396667762,0.1720022834,-0.06236105,0.0235487437,-0.060269064,0.0050973433,13.45388413,0.0728397147,17.088151466,0.2621415879,0.6119751428,0.7760951388,2.0831226236,,0.3649618783,,,,0.0053346676,0.0649614227,0.0138732357,4.0470521096,,,,,,,0.5547167246,0.149349892,0.0,,,,1.225860202,0.1121446149,0.8661640837,0.7407058804,0.0437763753,11.745136888,-0.051364464,0.0910184943,-0.032979594,9.3079167053,,0.7132164734,0.1040876033,0.7218981557,4.0,-2.019337366,1.5847587725,185.98758013,-3.917299545,0.7392947967,0.0029007326,6.081312686,0.6533484214,2.3395956319,0.1201483317,4.2364928776,0.0248549575,-0.30954076,-0.464287343,0.0118052094,-0.130108002,,1.8872388328,0.4576225645,0.7190542985,17.011783019,3.0912186734,0.2088431031,0.302390935,0.6414986243,0.6172486862,0.00534604,1434632.44146823,1.56029231,0.00196641,1.39468055,0.00489932,0.0058328,0.00304355,0.00715902,0.29407413,0.72697067,0.16750471,0.00727815,0.19274336,,,0.01072348,0.02535713,0.01033865,0.99110617,0.03030126,0.01451537,1.09290136,0.9235913,0.55694021,1.2601133824,0.6307462835,253,-1.115785874,-1.03277785,-0.415176139,-0.962642794,,,,,,,,,,,,,,,
comp_016290_01W,2005-02-28,2005-02-28,16290,01W,ITA,0.827344,2005,2,2005-01-31,2005-01-31,20.003186814,0.1779065091,20.003186814,,-0.038050543,0.0387933691,-0.070983564,0.0511028032,0.0267947364,-0.150569282,-0.262218045,-0.222842274,-0.757722021,-0.098396907,-0.021296427,3.12301e-05,-0.022809559,-0.145574078,1.5769808419,,-0.01104056,,,,-0.000813508,,-0.047954043,,,,,,,0.0268047989,-0.074758841,0.0011703602,-0.051381722,-0.09975481,,,-0.053426153,-0.118857585,-0.031619114,,,0.0268047989,,,,,,,0.2399262681,0.3505471566,,0.0340496086,,,,,-0.022209572,0.0378568917,,,,,,,,,,,,,,,0.0184988499,,-0.030233739,,,0.0039519418,0.0222091725,0.0216852973,3.5511580753,,,,,,,,,,,,11.31291081,3.1856962066,5.0171671911,4.6319670064,2.9454878792,-0.378644159,0.0454619943,,,,,1.491937703,0.0439096962,,31.312195283,1.1429577485,-0.226591538,-0.030211313,0.9529126419,0.0595744681,0.00417971,40665.71061556,1.01540231,0.00199116,1.01981618,0.00486694,0.00555072,0.01024883,0.01590546,0.1733239,0.00514874,-0.68649882,0.01592754,0.02156729,,,0.02157496,0.03331082,0.01709957,0.56929121,0.84452919,0.02134095,1.35387342,0.68973385,0.40242399,1.211297564,0.9539001623,253,,-1.635231596,,-1.580982691,,,,,,,,,,,,,,,
comp_016296_01W,2005-02-28,2005-02-28,16296,01W,ITA,-0.015426,2005,2,2005-01-31,2005-01-31,367.77183904,1.013480597,367.77183904,0.0070878495,0.0,0.013233543,0.1559759785,0.1911954817,0.5116341425,0.6648351779,0.6396201879,0.0404468513,1.9155472865,0.0980946927,0.0537720908,-0.016629621,,-0.026974374,-0.231683045,,,122957.19041,2.2945982769,,0.0,,,,,,,,,-0.009947286,0.0099472859,-0.020733517,0.0286756545,0.6858846654,,,0.6823768856,0.0867608874,0.3794740284,,,-0.009947286,,,,,,,0.095338505,0.3062988743,,0.0012754991,,,7.0,,0.005617966,0.0271386773,,,0.0492025902,0.0125660333,0.0376647502,0.01036447,,,,,,,3.8260991916,,0.1307891801,,1.6410147604,,1.4547432477,0.0694883988,0.1822310645,0.0684105115,4.2895011558,,,1.1084549418,,,,,60.067566768,,-0.239966801,0.2553794304,1.5546526911,0.3624320485,0.1242372255,0.1222542674,0.1502727287,0.0314449262,0.1003580723,,,,,0.4371631096,0.2355067645,,16.908620019,0.8482535341,-0.234228027,-0.251090044,0.717160914,0.7842094285,0.00214516,917519.06522208,1.41612911,0.00316557,1.20517696,0.00350887,0.00476394,0.00699194,0.02685133,0.99871902,-0.14773714,1.95315471,0.02818257,1.0291445,,,0.04660909,0.08934526,0.02844206,1.435531,0.02681851,0.01514108,1.43694108,1.0,0.24403764,0.5295313328,2.8586150796,253,0.5708671914,1.1762192184,-0.077845526,0.3724092562,,,,,,,,,,,,,,,
comp_016299_01W,2005-02-28,2005-02-28,16299,01W,SWE,0.029705,2005,2,2005-01-31,2005-01-31,775.89926156,24.760042492,775.89926156,0.0321720601,0.0,0.0392207106,0.010791578,0.1653421213,0.3475844207,0.2391454887,0.4186237127,0.0766340753,0.2771835699,0.0624267822,0.0289232373,0.0461676455,,0.1244046221,0.1771453579,-0.132384575,0.109463977,0.266888686,0.4225358496,0.1522988321,0.0132883679,-0.054203157,-0.015049571,0.0363740053,0.0111158816,0.0252581237,0.1364447601,0.0070486654,0.1293960947,0.0087066652,-0.077959393,0.0006215432,0.0882266085,0.0405372991,0.1933865874,0.044770574,0.0802446923,0.1216264843,0.0411893736,-0.059179499,-0.015790451,-0.043389048,0.0131896712,0.2100591716,-0.064769722,-1.031524889,0.4215211829,0.7165149545,0.8198282805,1.0160857909,,0.0129669651,0.1898156073,-0.010705922,,0.173893918,0.0822118789,0.0129365873,0.3479561802,,-0.010659042,-0.005512434,,,,0.0831429619,-0.013445565,0.0164795992,-0.059949189,,,-0.178381264,0.0651707676,0.2174447727,0.0967849949,0.0503402404,1.1272189349,0.0496005945,0.0579602452,0.0099112071,1.9846813725,,0.4070481144,2.6495088713,0.6617861683,7.0,-2.585252117,2.1945481643,428.78662662,-15.39011872,0.2755281131,0.0448135551,1.1469683696,0.5779105833,0.3744733099,0.3596006111,0.7461439864,0.0604933239,0.0477861464,0.0255933293,0.0622651698,0.0622651698,,0.689809418,0.0442591272,0.5288944975,16.27904789,0.6968025233,0.1879729922,-0.021379204,0.5780862132,0.428104421,0.00897703,157012.22672981,2.17487194,0.00022812,2.30375039,0.00892659,0.00920157,0.00585858,0.00899888,-0.59130415,0.02091701,0.83793085,0.00952767,-0.5298477,0.0097268,-0.64088773,0.01219042,0.01755457,0.01054893,-0.34936609,0.41854329,0.01967456,0.79807869,0.98108936,0.48605612,0.9377545885,0.5758872031,253,-0.851420218,-0.72563269,-0.267112225,-0.624163466,,,,,,,,,,,,,,,
comp_016301_01W,2005-02-28,2005-02-28,16301,01W,JPN,-0.031121,2005,2,2005-01-31,2005-01-31,1797.9757503,7.0746997336,1797.9757503,0.0107328594,0.1139642929,-0.094945442,0.0945141951,0.1697887942,0.2533246742,0.0780737855,0.4956076509,0.3089015153,1.5730827971,0.0320292029,0.0567549305,0.0543831637,,0.2011299465,0.1832884369,,0.0096546474,0.0228389687,0.0721601606,,0.0013645514,,,,,,,,,0.0258085769,-0.025808577,0.0029255685,0.0836975278,0.1467750869,,,0.1585163593,0.0790470925,0.0466762242,,,0.0258085769,,,,,,,0.2821912687,0.3180118996,,0.0182026149,0.0774178527,0.0936615117,,,0.0769723274,0.0237632665,,,,,,,,0.2058084785,,,,,,,0.0514668208,,0.1906032702,,1.5712105799,0.0232902484,0.0464503952,0.0029558317,4.1281788688,,,0.9669485406,,,,,651.06976427,,-0.235402754,0.0075157601,2.6922016787,0.6521523811,1.4980615466,1.4490564363,0.6749063926,0.0408304141,0.0585561305,,,,,0.8600775747,0.0461669009,,16.686337785,1.5487857033,-0.083437937,0.0412656568,0.1277925368,0.7951133353,0.00222012,7317986.62461561,0.59962201,0.00495445,0.53862809,0.00234816,0.00178594,0.00585235,0.01790511,1.14563506,-0.07581997,1.80205006,0.01894683,1.10906796,,,0.02935604,0.0468875,0.01860015,0.80487046,0.00242363,0.02300523,2.13557632,0.98103235,0.60585421,1.4748700417,0.9474672792,253,-0.366584069,-0.084823525,0.7532361576,-1.368980055,,,,,,,,,,,,,,,
comp_016307_01W,2005-02-25,2005-02-28,16307,01W,ESP,0.128174,2005,2,2005-01-31,2005-01-31,220.52587065,24.502874516,220.52587065,0.0078263068,0.0,0.0353498013,-0.040527252,0.1340465907,0.171094568,0.1764578206,0.1873692127,0.0190902591,2.1096837024,0.0713013495,,-0.000977498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2772054625,-0.520421459,-0.598448958,,0.3548387097,,55480.53094104,2.12166063,0.00026126,2.07435819,0.00881583,0.00903247,0.00317155,,,,,,,,,,,,,0.43202543,0.01121177,0.52642949,0.95902852,,,,253,,,,,,,,,,,,,,,,,,,
comp_016308_01W,2005-02-28,2005-02-28,16308,01W,ESP,0.019778,2005,2,2005-01-31,2005-01-31,2008.7835463,15.744400221,2008.7835463,0.0226270852,0.0,0.0261669816,0.0985416806,0.2307176538,0.3109341947,0.3511553329,0.4453516612,0.0971184351,1.3847542846,0.2007974948,0.0274468331,0.0160129863,0.0220060422,0.6274943605,0.3255724226,,0.700648819,1.2640036476,1.8033370316,,0.2478407724,0.0014435684,0.006356771,0.272902393,0.1379856483,0.1349167447,0.1049623133,0.0425850117,0.0623773016,0.1315698243,-0.123769485,0.0082669602,0.0716279814,0.2682218988,0.2583824229,-0.127316761,0.2178349219,0.133394809,0.1153772497,,,0.1315698243,0.1972940462,5.0196790176,0.0735245613,1.8706580589,0.9737270713,0.1884051377,0.3200889352,0.4301559648,,0.0100900396,0.2522995751,0.0568475452,,0.3210949476,0.5763350601,0.0387092266,,,0.0206386537,0.0058565076,,,,-0.461260566,0.3720683761,0.0,,,,,0.113887637,0.4205159361,0.2877985263,-0.207207311,1.5686531468,-0.15798993,0.0699772852,-0.093503849,3.6420430833,,0.5575387028,0.0993476555,1.1057832548,4.0,-2.518101286,1.275681283,1115.701472,-2.483952265,0.4071262429,0.0032893469,1.7163325747,0.4712554287,0.6858674292,0.6685495656,0.3778880515,0.0574828413,-0.231062571,,,,,0.684725876,0.0705128542,0.7786680047,16.666285797,0.8995231437,-0.048222061,-0.403979358,0.2537793089,0.4242425398,0.00385658,2452299.77229922,1.84611653,0.00144026,1.64889859,0.00576434,0.00572196,0.00429355,0.00992439,0.05165723,0.4384795,1.02125284,0.00805067,-1.23430778,0.00750135,-0.60386239,0.01900737,0.0254873,0.01119604,0.22966802,0.00680793,0.01029518,0.807676,0.99429161,0.32191658,0.4404653559,1.5187268677,253,-0.109723799,-1.075073909,0.8307659058,-0.039817552,,,,,,,,,,,,,,,
comp_016310_01W,2005-02-28,2005-02-28,16310,01W,CHE,0.044268,2005,2,2005-01-31,2005-01-31,864.97893942,162.76297717,864.97893942,0.0240437563,0.0,0.0250013007,-0.013053376,0.1478577297,0.214056119,0.1115568049,-0.021802298,-0.099890463,,-0.01692391,,,,-0.001141872,0.2848257023,,,0.0095362435,-0.325835883,,0.0,,0.0001329294,,,,,,,-0.006990625,0.0071235543,-0.000442438,0.0126300086,0.4743838449,,,0.1727699934,0.1273010937,0.1799596198,,,-0.006990625,,,,,,,0.0447188244,0.3793544442,,0.0113685345,0.1874904218,0.0787401575,,,0.0077898579,-0.000206227,,,,,,,,,,,,,,,0.025244595,,0.1727610316,,1.0480407888,0.015178192,0.024474417,0.0066517781,10.468347723,,,1.1538244475,,,,,641.2167631,,0.1443714564,0.0054291607,7.3519410197,0.70230195,0.1127100664,0.029129271,0.3364503876,0.0885813095,0.1159649142,,,,,0.7233611613,0.1605124179,,15.591177022,0.6863673969,-0.181002728,0.5824176321,0.7137184864,0.1917808219,0.00364505,1644232.22916927,1.15556006,0.00206111,1.07199272,0.00476439,0.00507337,0.00283004,0.00936023,0.49823098,-0.08364249,0.73323479,0.0084013,0.56004285,0.00744408,0.09979749,0.01577235,0.02432143,0.01172806,0.51239369,0.00847899,0.01032811,0.6448035,0.90643773,0.24168141,0.3505117818,1.2952832133,253,0.3758718795,-0.111745472,0.0101586994,1.1058784628,,,,,,,,,,,,,,,
comp_016313_01W,2005-02-28,2005-02-28,16313,01W,ITA,0.22049,2005,2,2005-01-31,2005-01-31,475.51449903,1.3046477336,475.51449903,0.0185322302,0.0,0.0261760785,0.0529601842,-0.050808751,0.2374115966,0.3062033191,0.3360549627,0.1420610885,-0.369056878,0.0181491342,0.0336481572,0.1604455725,,0.03703927,0.3766951058,,0.115506697,0.4454313301,1.5446772801,,0.0006994674,,0.0157540275,,,,,,,0.0235515623,-0.007797535,-0.000268764,0.0410209769,0.2443115746,,,0.1524102633,0.0042681277,0.0499060184,,,0.0231864823,,,,,,,0.1859553345,0.2042720184,,,0.3420354834,0.0254969157,,,0.0007253751,0.0780851941,,,0.0791321998,0.0205559595,,,,0.4316542114,,,,,,,0.0742120491,,0.1814028463,,8.3750660328,0.0280372101,0.0715614647,-0.020751709,3.8961602633,,,,,,,,28.409350916,,,,4.5825704994,1.1761760784,2.5011085172,2.5011085172,0.83693552,0.0050200697,0.1284824919,,,,,1.1702470308,0.093666179,,16.240754429,1.5234295677,0.0674631848,0.0281077428,0.7611179218,0.7532957864,0.00465177,1170194.19620475,2.25624574,0.00273602,2.35703765,0.0039395,0.0052753,0.00564025,0.02415464,1.88342507,-0.03826702,2.10645104,0.02276487,1.23045989,,,0.03773586,0.07873374,0.02672491,1.89619523,0.02945255,0.01691364,0.72295357,0.96779041,0.43125366,1.0231135535,2.1138557071,253,,-1.075810261,,-1.566929512,,,,,,,,,,,,,,,
